id,full_name,first_name,last_name,is_active,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PF_AST,PF_BLK,PF_DREB,PF_FG3A,PF_FG3M,PF_FG3_PCT,PF_FGA,PF_FGM,PF_FG_PCT,PF_FTA,PF_FTM,PF_FT_PCT,PF_GP,PF_GS,PF_MIN,PF_OREB,PF_PF,PF_PTS,PF_REB,PF_STL,PF_TOV,PTS,REB,STL,TOV,APG,BPG,DRPG,FG3APG,FG3MPG,FGAPG,FGMPG,FPG,FTAPG,FTMPG,MPG,ORPG,PF_APG,PF_BPG,PF_DRPG,PF_FG3APG,PF_FG3MPG,PF_FGAPG,PF_FGMPG,PF_FPG,PF_FTAPG,PF_FTMPG,PF_MPG,PF_ORPG,PF_PPG,PF_RPG,PF_SPG,PF_TPG,PPG,RPG,SPG,TPG,1st Team All-Defensive Team,1st Team All-NBA,1st Team All-Rookie Team,1st Team NBA Cup All-Tournament Team,2nd Team All-Defensive Team,2nd Team All-NBA,2nd Team All-Rookie Team,3rd Team All-NBA,NBA All-Star,NBA All-Star Most Valuable Player,NBA Champion,NBA Clutch Player of the Year,NBA Cup Most Valuable Player,NBA Defensive Player of the Month,NBA Defensive Player of the Year,NBA Finals Most Valuable Player,NBA Most Improved Player,NBA Most Valuable Player,NBA Player of the Month,NBA Player of the Week,NBA Rookie of the Month,NBA Rookie of the Year,NBA Sixth Man of the Year,NBA Sporting News Most Valuable Player of the Year,NBA Sporting News Rookie of the Year,NBA Sportsmanship,Olympic Appearance,Olympic Bronze Medal,Olympic Gold Medal,Olympic Silver Medal,Hall of Fame Inductee,IBM Award,J. Walter Kennedy Citizenship,NBA All-Star Selection,NBA Comeback Player of the Year
1630173,Precious Achiuwa,Precious,Achiuwa,True,367.0,233.0,1367.0,452.0,137.0,0.303097345132,2306.0,1121.0,0.486123156981,620.0,370.0,0.596774193548,366.0,102.0,7332.0,699.0,642.0,11.0,19.0,49.0,20.0,5.0,0.25,113.0,55.0,0.486725663716,31.0,14.0,0.451612903225,26.0,3.0,397.0,33.0,37.0,129.0,82.0,6.0,18.0,2749.0,2066.0,217.0,344.0,1.0,0.6,3.7,1.2,0.4,6.3,3.1,1.8,1.7,1.0,20.0,1.9,0.4,0.7,1.9,0.8,0.2,4.3,2.1,1.4,1.2,0.5,15.3,1.3,5.0,3.2,0.2,0.7,7.5,5.6,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203500,Steven Adams,Steven,Adams,True,1193.0,723.0,3481.0,17.0,1.0,0.058823529411,4925.0,2874.0,0.583553299492,2210.0,1181.0,0.534389140271,796.0,655.0,20469.0,2910.0,1863.0,68.0,67.0,328.0,3.0,0.0,0.0,365.0,224.0,0.613698630136,189.0,101.0,0.534391534391,73.0,46.0,1879.0,204.0,174.0,549.0,532.0,33.0,69.0,6930.0,6391.0,668.0,1118.0,1.5,0.9,4.4,0.0,0.0,6.2,3.6,2.3,2.8,1.5,25.7,3.7,0.9,0.9,4.5,0.0,0.0,5.0,3.1,2.4,2.6,1.4,25.7,2.8,7.5,7.3,0.5,0.9,8.7,8.0,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628389,Bam Adebayo,Bam,Adebayo,True,2166.0,519.0,4107.0,536.0,175.0,0.326492537313,7042.0,3717.0,0.527833001988,2803.0,2127.0,0.758829825187,612.0,508.0,18757.0,1359.0,1441.0,270.0,49.0,518.0,37.0,9.0,0.243243243243,975.0,504.0,0.516923076923,345.0,261.0,0.75652173913,78.0,73.0,2709.0,197.0,227.0,1278.0,715.0,67.0,180.0,9736.0,5466.0,651.0,1298.0,3.5,0.8,6.7,0.9,0.3,11.5,6.1,2.4,4.6,3.5,30.6,2.2,3.5,0.6,6.6,0.5,0.1,12.5,6.5,2.9,4.4,3.3,34.7,2.5,16.4,9.2,0.9,2.3,15.9,8.9,1.1,2.1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1630534,Ochai Agbaji,Ochai,Agbaji,True,278.0,100.0,463.0,757.0,256.0,0.338177014531,1523.0,681.0,0.447143795141,202.0,152.0,0.752475247524,243.0,108.0,5239.0,211.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,674.0,138.0,178.0,1.1,0.4,1.9,3.1,1.1,6.3,2.8,1.7,0.8,0.6,21.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.8,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630583,Santi Aldama,Santi,Aldama,True,570.0,172.0,1162.0,1144.0,396.0,0.346153846153,2349.0,1088.0,0.463175819497,471.0,323.0,0.685774946921,278.0,82.0,6517.0,351.0,413.0,14.0,1.0,41.0,39.0,17.0,0.435897435897,77.0,36.0,0.467532467532,2.0,2.0,1.0,10.0,1.0,222.0,9.0,12.0,91.0,50.0,3.0,7.0,2895.0,1513.0,183.0,271.0,2.1,0.6,4.2,4.1,1.4,8.4,3.9,1.5,1.7,1.2,23.4,1.3,1.4,0.1,4.1,3.9,1.7,7.7,3.6,1.2,0.2,0.2,22.2,0.9,9.1,5.0,0.3,0.7,10.4,5.4,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641725,Trey Alexander,Trey,Alexander,True,16.0,2.0,15.0,20.0,5.0,0.25,50.0,19.0,0.38,4.0,3.0,0.75,29.0,0.0,158.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,16.0,3.0,6.0,0.6,0.1,0.5,0.7,0.2,1.7,0.7,0.5,0.1,0.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,True,1073.0,181.0,935.0,1978.0,719.0,0.363498483316,3671.0,1537.0,0.418687006265,657.0,516.0,0.785388127853,433.0,113.0,9661.0,193.0,727.0,80.0,13.0,52.0,169.0,56.0,0.331360946745,262.0,102.0,0.389312977099,31.0,28.0,0.903225806451,37.0,5.0,839.0,14.0,57.0,288.0,66.0,20.0,42.0,4309.0,1128.0,316.0,547.0,2.5,0.4,2.2,4.6,1.7,8.5,3.5,1.7,1.5,1.2,22.3,0.4,2.2,0.4,1.4,4.6,1.5,7.1,2.8,1.5,0.8,0.8,22.7,0.4,7.8,1.8,0.5,1.1,10.0,2.6,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628960,Grayson Allen,Grayson,Allen,True,952.0,122.0,1092.0,2381.0,972.0,0.408231835363,3611.0,1613.0,0.446690667405,758.0,648.0,0.85488126649,438.0,278.0,11287.0,230.0,715.0,27.0,5.0,58.0,106.0,42.0,0.396226415094,168.0,71.0,0.422619047619,30.0,22.0,0.733333333333,26.0,12.0,627.0,11.0,46.0,206.0,69.0,13.0,17.0,4846.0,1322.0,343.0,458.0,2.2,0.3,2.5,5.4,2.2,8.2,3.7,1.6,1.7,1.5,25.8,0.5,1.0,0.2,2.2,4.1,1.6,6.5,2.7,1.8,1.2,0.8,24.1,0.4,7.9,2.7,0.5,0.7,11.1,3.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628386,Jarrett Allen,Jarrett,Allen,True,1031.0,738.0,3860.0,125.0,20.0,0.16,4916.0,3142.0,0.63913751017,2195.0,1569.0,0.714806378132,609.0,544.0,17134.0,1713.0,1185.0,49.0,27.0,178.0,0.0,0.0,0.0,190.0,124.0,0.652631578947,103.0,84.0,0.815533980582,27.0,27.0,820.0,83.0,53.0,332.0,261.0,27.0,44.0,7873.0,5573.0,413.0,824.0,1.7,1.2,6.3,0.2,0.0,8.1,5.2,1.9,3.6,2.6,28.1,2.8,1.8,1.0,6.6,0.0,0.0,7.0,4.6,2.0,3.8,3.1,30.4,3.1,12.3,9.7,1.0,1.6,12.9,9.2,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630631,Jose Alvarado,Jose,Alvarado,True,842.0,50.0,498.0,1066.0,374.0,0.350844277673,1929.0,795.0,0.412130637636,283.0,216.0,0.763250883392,268.0,34.0,5434.0,121.0,458.0,18.0,2.0,10.0,30.0,7.0,0.233333333333,53.0,19.0,0.358490566037,13.0,10.0,0.76923076923,10.0,0.0,178.0,2.0,21.0,55.0,12.0,12.0,11.0,2180.0,619.0,308.0,294.0,3.1,0.2,1.9,4.0,1.4,7.2,3.0,1.7,1.1,0.8,20.3,0.5,1.8,0.2,1.0,3.0,0.7,5.3,1.9,2.1,1.3,1.0,17.8,0.2,5.5,1.2,1.2,1.1,8.1,2.3,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203937,Kyle Anderson,Kyle,Anderson,True,2041.0,453.0,2566.0,862.0,294.0,0.341067285382,4111.0,1972.0,0.479688640233,1110.0,791.0,0.712612612612,735.0,309.0,15752.0,573.0,1157.0,129.0,20.0,163.0,55.0,14.0,0.254545454545,291.0,144.0,0.494845360824,58.0,43.0,0.741379310344,68.0,9.0,1108.0,54.0,100.0,345.0,217.0,64.0,45.0,5029.0,3139.0,724.0,732.0,2.8,0.6,3.5,1.2,0.4,5.6,2.7,1.6,1.5,1.1,21.4,0.8,1.9,0.3,2.4,0.8,0.2,4.3,2.1,1.5,0.9,0.6,16.3,0.8,5.1,3.2,0.9,0.7,6.8,4.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True,4456.0,1086.0,7148.0,1946.0,557.0,0.286228160328,14155.0,7839.0,0.553797244789,7432.0,5142.0,0.6918729817,889.0,824.0,29110.0,1683.0,2609.0,446.0,110.0,817.0,239.0,62.0,0.259414225941,1602.0,852.0,0.531835205992,807.0,504.0,0.624535315985,84.0,84.0,3041.0,205.0,271.0,2270.0,1022.0,85.0,283.0,21377.0,8831.0,988.0,2686.0,5.0,1.2,8.0,2.2,0.6,15.9,8.8,2.9,8.4,5.8,32.7,1.9,5.3,1.3,9.7,2.8,0.7,19.1,10.1,3.2,9.6,6.0,36.2,2.4,27.0,12.2,1.0,3.4,24.0,9.9,1.1,3.0,4.0,7.0,0.0,2.0,1.0,2.0,1.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True,116.0,34.0,184.0,64.0,9.0,0.140625,408.0,208.0,0.509803921568,147.0,78.0,0.530612244897,215.0,11.0,1570.0,134.0,216.0,4.0,3.0,10.0,0.0,0.0,0.0,10.0,4.0,0.4,9.0,6.0,0.666666666666,25.0,0.0,75.0,4.0,17.0,14.0,14.0,7.0,3.0,503.0,318.0,61.0,110.0,0.5,0.2,0.9,0.3,0.0,1.9,1.0,1.0,0.7,0.4,7.3,0.6,0.2,0.1,0.4,0.0,0.0,0.4,0.2,0.7,0.4,0.2,3.0,0.2,0.6,0.6,0.3,0.1,2.3,1.5,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630175,Cole Anthony,Cole,Anthony,True,1344.0,146.0,1216.0,1334.0,457.0,0.342578710644,3611.0,1513.0,0.418997507615,911.0,766.0,0.840834248079,355.0,125.0,8462.0,243.0,826.0,15.0,2.0,17.0,19.0,2.0,0.105263157894,55.0,17.0,0.30909090909,13.0,11.0,0.846153846153,12.0,0.0,153.0,5.0,28.0,47.0,22.0,4.0,14.0,4249.0,1459.0,242.0,661.0,3.8,0.4,3.4,3.8,1.3,10.2,4.3,2.3,2.6,2.2,23.8,0.7,1.3,0.2,1.4,1.6,0.2,4.6,1.4,2.3,1.1,0.9,12.8,0.4,3.9,1.8,0.3,1.2,12.0,4.1,0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628384,OG Anunoby,OG,Anunoby,True,928.0,317.0,1761.0,2529.0,948.0,0.374851720047,5520.0,2621.0,0.474818840579,1073.0,822.0,0.766076421248,533.0,459.0,16207.0,608.0,1275.0,69.0,49.0,185.0,271.0,101.0,0.372693726937,580.0,267.0,0.460344827586,126.0,93.0,0.738095238095,54.0,54.0,1876.0,73.0,132.0,728.0,258.0,67.0,72.0,7012.0,2369.0,708.0,734.0,1.7,0.6,3.3,4.7,1.8,10.4,4.9,2.4,2.0,1.5,30.4,1.1,1.3,0.9,3.4,5.0,1.9,10.7,4.9,2.4,2.3,1.7,34.7,1.4,13.5,4.8,1.2,1.3,13.2,4.4,1.3,1.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630166,Deni Avdija,Deni,Avdija,True,1302.0,186.0,2161.0,1517.0,517.0,0.340804218852,3852.0,1784.0,0.463136033229,1410.0,1081.0,0.766666666666,403.0,253.0,11202.0,390.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5166.0,2551.0,322.0,771.0,3.2,0.5,5.4,3.8,1.3,9.6,4.4,2.5,3.5,2.7,27.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,6.3,0.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629028,Deandre Ayton,Deandre,Ayton,True,690.0,424.0,3213.0,122.0,28.0,0.229508196721,5333.0,3180.0,0.596287267954,1011.0,757.0,0.748763600395,443.0,436.0,13540.0,1333.0,1155.0,57.0,41.0,344.0,4.0,2.0,0.5,509.0,320.0,0.628683693516,109.0,72.0,0.660550458715,45.0,45.0,1517.0,129.0,132.0,714.0,473.0,29.0,64.0,7145.0,4546.0,321.0,750.0,1.6,1.0,7.3,0.3,0.1,12.0,7.2,2.6,2.3,1.7,30.6,3.0,1.3,0.9,7.6,0.1,0.0,11.3,7.1,2.9,2.4,1.6,33.7,2.9,15.9,10.5,0.6,1.4,16.1,10.3,0.7,1.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628963,Marvin Bagley III,Marvin,Bagley III,True,311.0,212.0,1348.0,451.0,134.0,0.297117516629,2965.0,1562.0,0.526812816188,901.0,622.0,0.690344062153,328.0,137.0,7223.0,769.0,615.0,0.0,1.0,4.0,1.0,1.0,1.0,9.0,8.0,0.888888888888,0.0,0.0,0.0,2.0,0.0,27.0,2.0,3.0,17.0,6.0,2.0,3.0,3880.0,2117.0,151.0,375.0,0.9,0.6,4.1,1.4,0.4,9.0,4.8,1.9,2.7,1.9,22.0,2.3,0.0,0.5,2.0,0.5,0.5,4.5,4.0,1.5,0.0,0.0,13.5,1.0,8.5,3.0,1.0,1.5,11.8,6.5,0.5,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642846,Ace Bailey,Ace,Bailey,True,75.0,23.0,100.0,201.0,69.0,0.343283582089,480.0,214.0,0.445833333333,46.0,32.0,0.695652173913,46.0,35.0,1188.0,69.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,169.0,38.0,59.0,1.6,0.5,2.2,4.4,1.5,10.4,4.7,2.5,1.0,0.7,25.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,3.7,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630163,LaMelo Ball,LaMelo,Ball,True,2032.0,86.0,1261.0,2331.0,849.0,0.364221364221,4792.0,2006.0,0.418614357262,975.0,821.0,0.842051282051,274.0,251.0,8558.0,326.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5682.0,1587.0,389.0,901.0,7.4,0.3,4.6,8.5,3.1,17.5,7.3,3.0,3.6,3.0,31.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,5.8,1.4,3.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628366,Lonzo Ball,Lonzo,Ball,True,1814.0,188.0,1392.0,1975.0,702.0,0.355443037974,3209.0,1259.0,0.392334060454,335.0,202.0,0.602985074626,322.0,256.0,9692.0,313.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422.0,1705.0,483.0,730.0,5.6,0.6,4.3,6.1,2.2,10.0,3.9,2.0,1.0,0.6,30.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,5.3,1.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631094,Paolo Banchero,Paolo,Banchero,True,1120.0,141.0,1482.0,1060.0,336.0,0.316981132075,4084.0,1827.0,0.44735553379,1806.0,1330.0,0.736434108527,239.0,239.0,8219.0,263.0,490.0,49.0,8.0,76.0,67.0,28.0,0.417910447761,273.0,122.0,0.446886446886,90.0,64.0,0.711111111111,12.0,12.0,459.0,26.0,32.0,336.0,102.0,11.0,47.0,5320.0,1745.0,197.0,699.0,4.7,0.6,6.2,4.4,1.4,17.1,7.6,2.1,7.6,5.6,34.4,1.1,4.1,0.7,6.3,5.6,2.3,22.8,10.2,2.7,7.5,5.3,38.3,2.2,28.0,8.5,0.9,3.9,22.3,7.3,0.8,2.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630217,Desmond Bane,Desmond,Bane,True,1394.0,143.0,1373.0,2237.0,904.0,0.404112650871,5102.0,2402.0,0.470795766366,960.0,856.0,0.891666666666,364.0,312.0,11006.0,282.0,910.0,68.0,13.0,106.0,182.0,72.0,0.395604395604,357.0,156.0,0.436974789915,79.0,71.0,0.898734177215,27.0,22.0,897.0,19.0,57.0,455.0,125.0,21.0,51.0,6564.0,1655.0,358.0,687.0,3.8,0.4,3.8,6.1,2.5,14.0,6.6,2.5,2.6,2.4,30.2,0.8,2.5,0.5,3.9,6.7,2.7,13.2,5.8,2.1,2.9,2.6,33.2,0.7,16.9,4.6,0.8,1.9,18.0,4.5,1.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631230,Dominick Barlow,Dominick,Barlow,True,130.0,74.0,290.0,101.0,27.0,0.267326732673,564.0,302.0,0.535460992907,174.0,125.0,0.718390804597,138.0,40.0,2203.0,221.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,511.0,71.0,62.0,0.9,0.5,2.1,0.7,0.2,4.1,2.2,1.7,1.3,0.9,16.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203084,Harrison Barnes,Harrison,Barnes,True,1847.0,188.0,3840.0,4005.0,1538.0,0.384019975031,11011.0,5055.0,0.459086368177,3343.0,2710.0,0.810649117559,1045.0,981.0,32494.0,1055.0,1528.0,90.0,25.0,244.0,236.0,81.0,0.343220338983,683.0,286.0,0.418740849194,145.0,109.0,0.751724137931,71.0,63.0,2236.0,107.0,142.0,762.0,351.0,50.0,64.0,14358.0,4895.0,705.0,1174.0,1.8,0.2,3.7,3.8,1.5,10.5,4.8,1.5,3.2,2.6,31.1,1.0,1.3,0.4,3.4,3.3,1.1,9.6,4.0,2.0,2.0,1.5,31.5,1.5,10.7,4.9,0.7,0.9,13.7,4.7,0.7,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1630567,Scottie Barnes,Scottie,Barnes,True,1660.0,346.0,1762.0,1153.0,347.0,0.300954032957,4726.0,2232.0,0.47228099873,1228.0,946.0,0.770358306188,328.0,327.0,11316.0,736.0,740.0,17.0,1.0,29.0,12.0,2.0,0.166666666666,42.0,18.0,0.428571428571,16.0,13.0,0.8125,4.0,3.0,132.0,7.0,12.0,51.0,36.0,4.0,5.0,5757.0,2498.0,396.0,781.0,5.1,1.1,5.4,3.5,1.1,14.4,6.8,2.3,3.7,2.9,34.5,2.2,4.3,0.3,7.3,3.0,0.5,10.5,4.5,3.0,4.0,3.3,33.0,1.8,12.8,9.0,1.0,1.3,17.6,7.6,1.2,2.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642964,Brooks Barnhizer,Brooks,Barnhizer,True,14.0,2.0,37.0,15.0,5.0,0.333333333333,44.0,18.0,0.40909090909,6.0,4.0,0.666666666666,28.0,0.0,214.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,47.0,5.0,7.0,0.5,0.1,1.3,0.5,0.2,1.6,0.6,0.7,0.2,0.1,7.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.7,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
