id,full_name,first_name,last_name,is_active,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PF_AST,PF_BLK,PF_DREB,PF_FG3A,PF_FG3M,PF_FG3_PCT,PF_FGA,PF_FGM,PF_FG_PCT,PF_FTA,PF_FTM,PF_FT_PCT,PF_GP,PF_GS,PF_MIN,PF_OREB,PF_PF,PF_PTS,PF_REB,PF_STL,PF_TOV,PTS,REB,STL,TOV,APG,BPG,DRPG,FG3APG,FG3MPG,FGAPG,FGMPG,FPG,FTAPG,FTMPG,MPG,ORPG,PF_APG,PF_BPG,PF_DRPG,PF_FG3APG,PF_FG3MPG,PF_FGAPG,PF_FGMPG,PF_FPG,PF_FTAPG,PF_FTMPG,PF_MPG,PF_ORPG,PF_PPG,PF_RPG,PF_SPG,PF_TPG,PPG,RPG,SPG,TPG,1st Team All-Defensive Team,1st Team All-NBA,1st Team All-Rookie Team,2nd Team All-Defensive Team,2nd Team All-NBA,2nd Team All-Rookie Team,3rd Team All-NBA,Hall of Fame Inductee,IBM Award,J. Walter Kennedy Citizenship,NBA All-Star,NBA All-Star Most Valuable Player,NBA All-Star Selection,NBA Champion,NBA Comeback Player of the Year,NBA Defensive Player of the Year,NBA Finals Most Valuable Player,NBA Most Improved Player,NBA Most Valuable Player,NBA Player of the Month,NBA Player of the Week,NBA Rookie of the Month,NBA Rookie of the Year,NBA Sixth Man of the Year,NBA Sporting News Most Valuable Player of the Year,NBA Sporting News Rookie of the Year,NBA Sportsmanship,Olympic Appearance,Olympic Bronze Medal,Olympic Gold Medal,Olympic Silver Medal
200746,LaMarcus Aldridge,LaMarcus,Aldridge,False,2076.0,1187.0,5960.0,710.0,227.0,0.319718309859,16872.0,8311.0,0.492591275486,4563.0,3709.0,0.812842428227,1076.0,997.0,36242.0,2776.0,2598.0,119.0,100.0,431.0,52.0,17.0,0.326923076923,1284.0,584.0,0.454828660436,375.0,309.0,0.824,72.0,72.0,2668.0,183.0,196.0,1494.0,614.0,49.0,112.0,20558.0,8736.0,758.0,1643.0,1.9,1.1,5.5,0.7,0.2,15.7,7.7,2.4,4.2,3.4,33.7,2.6,1.7,1.4,6.0,0.7,0.2,17.8,8.1,2.7,5.2,4.3,37.1,2.5,20.8,8.5,0.7,1.6,19.1,8.1,0.7,1.5,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641851,Timmy Allen,Timmy,Allen,False,5.0,0.0,13.0,7.0,0.0,0.0,23.0,6.0,0.261,2.0,1.0,0.5,5.0,0.0,125.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,2.0,1.0,0.0,2.6,1.4,0.0,4.6,1.2,3.6,0.4,0.2,25.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626147,Justin Anderson,Justin,Anderson,False,184.0,80.0,480.0,545.0,159.0,0.291743119266,1106.0,454.0,0.410488245931,280.0,217.0,0.775,242.0,30.0,3280.0,141.0,291.0,10.0,4.0,27.0,31.0,11.0,0.354838709677,57.0,25.0,0.438596491228,18.0,13.0,0.722222222222,15.0,1.0,156.0,10.0,22.0,74.0,37.0,5.0,9.0,1284.0,621.0,105.0,141.0,0.8,0.3,2.0,2.3,0.7,4.6,1.9,1.2,1.2,0.9,13.6,0.6,0.7,0.3,1.8,2.1,0.7,3.8,1.7,1.5,1.2,0.9,10.4,0.7,4.9,2.5,0.3,0.6,5.3,2.6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,Carmelo Anthony,Carmelo,Anthony,False,3422.0,644.0,5825.0,4873.0,1731.0,0.355222655448,22643.0,10119.0,0.446893079538,7764.0,6320.0,0.814013395157,1260.0,1120.0,43513.0,1983.0,3543.0,204.0,29.0,404.0,312.0,101.0,0.323717948717,1614.0,669.0,0.414498141263,575.0,475.0,0.826086956521,83.0,77.0,3090.0,153.0,298.0,1914.0,557.0,100.0,218.0,28289.0,7808.0,1223.0,3052.0,2.7,0.5,4.6,3.9,1.4,18.0,8.0,2.8,6.2,5.0,34.5,1.6,2.5,0.3,4.9,3.8,1.2,19.4,8.1,3.6,6.9,5.7,37.2,1.8,23.1,6.7,1.2,2.6,22.5,6.2,1.0,2.4,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
1627853,Ryan Arcidiacono,Ryan,Arcidiacono,False,487.0,7.0,399.0,491.0,181.0,0.368635437881,851.0,358.0,0.420681551116,166.0,134.0,0.807228915662,257.0,40.0,3939.0,53.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,452.0,122.0,135.0,1.9,0.0,1.6,1.9,0.7,3.3,1.4,1.4,0.6,0.5,15.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2772,Trevor Ariza,Trevor,Ariza,False,2379.0,355.0,4275.0,4579.0,1605.0,0.350513212491,9804.0,4135.0,0.421766625866,2350.0,1718.0,0.731063829787,1118.0,769.0,32954.0,1081.0,2205.0,194.0,26.0,426.0,458.0,167.0,0.36462882096,892.0,377.0,0.42264573991,212.0,153.0,0.721698113207,106.0,94.0,3389.0,102.0,278.0,1074.0,528.0,142.0,121.0,11593.0,5356.0,1628.0,1473.0,2.1,0.3,3.8,4.1,1.4,8.8,3.7,2.0,2.1,1.5,29.5,1.0,1.8,0.2,4.0,4.3,1.6,8.4,3.6,2.6,2.0,1.4,32.0,1.0,10.1,5.0,1.3,1.1,10.4,4.8,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201571,D.J. Augustin,D.J.,Augustin,False,3761.0,32.0,1513.0,3311.0,1262.0,0.38115372999,7270.0,2994.0,0.411829436038,2317.0,2009.0,0.867069486404,976.0,334.0,22852.0,292.0,1350.0,93.0,2.0,37.0,118.0,46.0,0.389830508474,247.0,91.0,0.368421052631,95.0,83.0,0.873684210526,38.0,6.0,798.0,8.0,59.0,311.0,45.0,14.0,42.0,9259.0,1805.0,567.0,1428.0,3.9,0.0,1.6,3.4,1.3,7.4,3.1,1.4,2.4,2.1,23.4,0.3,2.4,0.1,1.0,3.1,1.2,6.5,2.4,1.6,2.5,2.2,21.0,0.2,8.2,1.2,0.4,1.1,9.5,1.8,0.6,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630555,Joel Ayayi,Joel,Ayayi,False,4.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.167,0.0,0.0,0.0,7.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.6,0.0,0.3,0.1,0.0,0.9,0.1,0.0,0.0,0.0,2.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628962,Udoka Azubuike,Udoka,Azubuike,False,14.0,36.0,171.0,0.0,0.0,0.0,153.0,116.0,0.75816993464,54.0,24.0,0.444444444444,84.0,10.0,723.0,64.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,256.0,235.0,9.0,37.0,0.2,0.4,2.0,0.0,0.0,1.8,1.4,1.0,0.6,0.3,8.6,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.8,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630641,Ibou Badji,Ibou,Badji,False,13.0,20.0,31.0,0.0,0.0,0.0,22.0,14.0,0.636363636363,12.0,6.0,0.5,22.0,1.0,225.0,20.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,51.0,3.0,15.0,0.6,0.9,1.4,0.0,0.0,1.0,0.6,2.1,0.5,0.3,10.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.3,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630542,Marcus Bagley,Marcus,Bagley,False,10.0,12.0,47.0,32.0,5.0,0.15625,69.0,27.0,0.391304347826,10.0,8.0,0.8,10.0,4.0,253.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,70.0,9.0,7.0,1.0,1.2,4.7,3.2,0.5,6.9,2.7,1.6,1.0,0.8,25.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,7.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641735,Amari Bailey,Amari,Bailey,False,7.0,0.0,3.0,8.0,1.0,0.125,24.0,8.0,0.333333333333,7.0,6.0,0.857142857142,10.0,0.0,64.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,3.0,4.0,0.7,0.0,0.3,0.8,0.1,2.4,0.8,0.2,0.7,0.6,6.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.9,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,False,43.0,21.0,166.0,207.0,78.0,0.376811594202,303.0,124.0,0.409240924092,40.0,27.0,0.675,95.0,7.0,838.0,23.0,79.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,353.0,189.0,27.0,36.0,0.5,0.2,1.7,2.2,0.8,3.2,1.3,0.8,0.4,0.3,8.8,0.2,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,1.0,0.0,0.0,3.7,2.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628964,Mo Bamba,Mo,Bamba,False,306.0,461.0,1426.0,818.0,291.0,0.355745721271,2000.0,953.0,0.4765,387.0,264.0,0.682170542635,366.0,101.0,6121.0,556.0,751.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,2461.0,1982.0,132.0,287.0,0.8,1.3,3.9,2.2,0.8,5.5,2.6,2.1,1.1,0.7,16.7,1.5,0.3,0.3,1.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,3.3,0.0,0.0,1.0,0.0,0.0,6.7,5.4,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630625,Dalano Banton,Dalano,Banton,False,422.0,77.0,362.0,523.0,159.0,0.304015296367,1339.0,538.0,0.401792382374,313.0,228.0,0.728434504792,216.0,19.0,3141.0,120.0,224.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,3.0,0.5,4.0,0.0,7.0,2.0,0.0,7.0,2.0,1.0,1.0,1463.0,482.0,117.0,234.0,2.0,0.4,1.7,2.4,0.7,6.2,2.5,1.0,1.4,1.1,14.5,0.6,0.3,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.5,0.8,1.8,0.5,1.8,0.5,0.3,0.3,6.8,2.2,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627760,Cat Barber,Cat,Barber,False,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.7,0.0,0.0,1.3,0.0,0.3,1.3,0.0,4.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203115,Will Barton,Will,Barton,False,1817.0,272.0,2321.0,2516.0,893.0,0.354928457869,6561.0,2824.0,0.430422191739,1377.0,1084.0,0.78721859114,679.0,286.0,17115.0,471.0,1050.0,49.0,13.0,94.0,115.0,39.0,0.339130434782,278.0,110.0,0.395683453237,42.0,31.0,0.738095238095,29.0,9.0,664.0,26.0,41.0,290.0,120.0,11.0,34.0,7625.0,2792.0,504.0,948.0,2.7,0.4,3.4,3.7,1.3,9.7,4.2,1.5,2.0,1.6,25.2,0.7,1.7,0.4,3.2,4.0,1.3,9.6,3.8,1.4,1.4,1.1,22.9,0.9,10.0,4.1,0.4,1.2,11.2,4.1,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628238,Paris Bass,Paris,Bass,False,0.0,0.0,2.0,2.0,0.0,0.0,6.0,2.0,0.333,2.0,2.0,1.0,2.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641734,Emoni Bates,Emoni,Bates,False,18.0,3.0,20.0,63.0,21.0,0.333333333333,87.0,28.0,0.321839080459,4.0,1.0,0.25,25.0,0.0,207.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,21.0,2.0,10.0,0.7,0.1,0.8,2.5,0.8,3.5,1.1,0.4,0.2,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.8,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628966,Keita Bates-Diop,Keita,Bates-Diop,False,241.0,99.0,640.0,438.0,146.0,0.333333333333,1337.0,634.0,0.474195961106,377.0,283.0,0.750663129973,283.0,67.0,4566.0,208.0,242.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.2,2.0,1.0,0.5,5.0,0.0,23.0,3.0,0.0,3.0,6.0,0.0,0.0,1697.0,848.0,146.0,154.0,0.9,0.3,2.3,1.5,0.5,4.7,2.2,0.9,1.3,1.0,16.1,0.7,0.2,0.0,0.6,0.0,0.0,1.0,0.2,0.0,0.4,0.2,4.6,0.6,0.6,1.2,0.0,0.0,6.0,3.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641878,Damion Baugh,Damion,Baugh,False,56.0,2.0,36.0,56.0,12.0,0.214285714285,130.0,42.0,0.323076923076,15.0,13.0,0.866666666666,15.0,2.0,370.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,50.0,15.0,31.0,3.7,0.1,2.4,3.7,0.8,8.7,2.8,1.5,1.0,0.9,24.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,3.3,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203145,Kent Bazemore,Kent,Bazemore,False,1154.0,309.0,1835.0,1947.0,694.0,0.356445814072,4668.0,1929.0,0.41323907455,1190.0,862.0,0.724369747899,657.0,310.0,13545.0,237.0,1338.0,54.0,20.0,131.0,114.0,29.0,0.254385964912,253.0,96.0,0.379446640316,71.0,46.0,0.647887323943,41.0,12.0,795.0,16.0,57.0,267.0,147.0,31.0,39.0,5414.0,2072.0,658.0,905.0,1.8,0.5,2.8,3.0,1.1,7.1,2.9,2.0,1.8,1.3,20.6,0.4,1.3,0.5,3.2,2.8,0.7,6.2,2.3,1.4,1.7,1.1,19.4,0.4,6.5,3.6,0.8,1.0,8.2,3.2,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629647,Darius Bazley,Darius,Bazley,False,282.0,177.0,1050.0,757.0,234.0,0.309114927344,1869.0,773.0,0.413590155163,492.0,333.0,0.676829268292,237.0,118.0,5535.0,194.0,230.0,6.0,3.0,45.0,22.0,11.0,0.5,31.0,13.0,0.419354838709,10.0,9.0,0.9,7.0,0.0,125.0,2.0,2.0,46.0,47.0,0.0,6.0,2113.0,1244.0,138.0,292.0,1.2,0.7,4.4,3.2,1.0,7.9,3.3,1.0,2.1,1.4,23.4,0.8,0.9,0.4,6.4,3.1,1.6,4.4,1.9,0.3,1.4,1.3,17.9,0.3,6.6,6.7,0.0,0.9,8.9,5.2,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627736,Malik Beasley,Malik,Beasley,False,789.0,67.0,1363.0,3715.0,1453.0,0.391117092866,5702.0,2429.0,0.425990880392,555.0,427.0,0.769369369369,578.0,209.0,13738.0,249.0,779.0,31.0,3.0,88.0,182.0,65.0,0.357142857142,287.0,114.0,0.397212543554,51.0,41.0,0.803921568627,43.0,2.0,784.0,18.0,54.0,334.0,106.0,13.0,26.0,6738.0,1612.0,387.0,474.0,1.4,0.1,2.4,6.4,2.5,9.9,4.2,1.3,1.0,0.7,23.8,0.4,0.7,0.1,2.0,4.2,1.5,6.7,2.7,1.3,1.2,1.0,18.2,0.4,7.8,2.5,0.3,0.6,11.7,2.8,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630699,MarJon Beauchamp,MarJon,Beauchamp,False,77.0,15.0,187.0,246.0,87.0,0.353658536585,474.0,204.0,0.430379746835,85.0,61.0,0.717647058823,135.0,12.0,1465.0,71.0,139.0,2.0,0.0,2.0,3.0,1.0,0.333333333333,7.0,3.0,0.428571428571,2.0,1.0,0.5,6.0,0.0,14.0,0.0,1.0,8.0,2.0,0.0,1.0,556.0,258.0,38.0,87.0,0.6,0.1,1.4,1.8,0.6,3.5,1.5,1.0,0.6,0.5,10.9,0.5,0.3,0.0,0.3,0.5,0.2,1.2,0.5,0.2,0.3,0.2,2.3,0.0,1.3,0.3,0.0,0.2,4.1,1.9,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641736,Reece Beekman,Reece,Beekman,False,63.0,2.0,26.0,40.0,7.0,0.175,107.0,35.0,0.327102803738,21.0,16.0,0.761904761904,36.0,4.0,469.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,39.0,33.0,21.0,1.8,0.1,0.7,1.1,0.2,3.0,1.0,1.0,0.6,0.4,13.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.1,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628395,Jordan Bell,Jordan,Bell,False,201.0,122.0,344.0,20.0,4.0,0.2,466.0,257.0,0.551502145922,118.0,75.0,0.635593220338,161.0,17.0,1937.0,153.0,200.0,26.0,16.0,44.0,1.0,0.0,0.0,63.0,34.0,0.539682539682,24.0,14.0,0.583333333333,32.0,2.0,278.0,22.0,31.0,82.0,66.0,10.0,8.0,593.0,497.0,62.0,118.0,1.2,0.8,2.1,0.1,0.0,2.9,1.6,1.2,0.7,0.5,12.0,1.0,0.8,0.5,1.4,0.0,0.0,2.0,1.1,1.0,0.8,0.4,8.7,0.7,2.6,2.1,0.3,0.3,3.7,3.1,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627761,DeAndre' Bembry,DeAndre',Bembry,False,533.0,120.0,765.0,375.0,106.0,0.282666666666,1519.0,720.0,0.473996050032,334.0,204.0,0.610778443113,296.0,55.0,5670.0,185.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,950.0,291.0,367.0,1.8,0.4,2.6,1.3,0.4,5.1,2.4,1.8,1.1,0.7,19.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.2,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
