id,full_name,first_name,last_name,is_active,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PF_AST,PF_BLK,PF_DREB,PF_FG3A,PF_FG3M,PF_FG3_PCT,PF_FGA,PF_FGM,PF_FG_PCT,PF_FTA,PF_FTM,PF_FT_PCT,PF_GP,PF_GS,PF_MIN,PF_OREB,PF_PF,PF_PTS,PF_REB,PF_STL,PF_TOV,PTS,REB,STL,TOV
76346,Bob Carpenter,Bob,Carpenter,False,171,,,,,,972,321,0.33024691358,384,295,0.768229166666,122,,0,,283,2.0,,,,,,30.0,11.0,0.366666666666,14.0,10.0,0.714285714285,4.0,,,,6.0,32.0,,,,937,229,,
156,Antoine Carr,Antoine,Carr,False,1086,925,2233,46,6,0.130434782608,7286,3663,0.502744990392,2364,1844,0.780033840947,987,168,19782,1151,3063,103.0,92.0,181.0,3.0,1.0,0.333333333333,586.0,301.0,0.513651877133,173.0,128.0,0.739884393063,107.0,11.0,1832.0,94.0,383.0,731.0,275.0,27.0,86.0,9176,3384,361,1187
76348,Austin Carr,Austin,Carr,False,1878,66,760,13,2,,9714,4359,0.448733786287,2181,1753,0.803759743237,682,,19660,711,1394,41.0,5.0,23.0,,,,204.0,87.0,0.426470588235,55.0,38.0,0.690909090909,18.0,,425.0,18.0,50.0,212.0,41.0,10.0,4.0,10473,1990,433,470
713,Chris Carr,Chris,Carr,False,294,46,482,470,159,0.33829787234,1753,730,0.416428978893,457,369,0.807439824945,297,66,4495,176,502,5.0,1.0,6.0,5.0,2.0,0.4,16.0,9.0,0.5625,5.0,4.0,0.8,4.0,0.0,44.0,3.0,6.0,24.0,9.0,2.0,5.0,1988,658,93,310
1757,Cory Carr,Cory,Carr,False,66,7,41,30,5,0.166666666666,216,71,0.328703703703,32,24,0.75,42,7,624,8,66,,,,,,,,,,,,,,,,,,,,,,171,49,21,46
76350,Kenny Carr,Kenny,Carr,False,923,296,3493,38,3,,5998,3057,0.509669889963,2479,1696,0.6841468334,674,331,17167,1506,2153,37.0,12.0,161.0,2.0,0.0,,299.0,153.0,0.511705685618,85.0,62.0,0.729411764705,35.0,18.0,773.0,69.0,126.0,368.0,230.0,18.0,65.0,7813,4999,484,1438
76351,M.L. Carr,M.L.,Carr,False,1112,226,1677,129,33,,4954,2330,0.470327008477,1555,1160,0.745980707395,604,42,14216,918,1484,64.0,10.0,70.0,22.0,5.0,,372.0,142.0,0.381720430107,91.0,65.0,0.714285714285,67.0,12.0,983.0,59.0,111.0,354.0,129.0,38.0,40.0,5853,2595,812,867
76352,Bob Carrington,Bob,Carrington,False,120,24,111,2,0,,626,268,0.428115015974,179,136,0.759776536312,82,,1787,76,223,,,,,,,,,,,,,,,,,,,,,,672,187,69,123
201960,DeMarre Carroll,DeMarre,Carroll,False,726,151,1799,1839,658,0.357803153887,4204,1806,0.429590865842,1188,880,0.74074074074,578,339,13674,655,1127,71.0,21.0,199.0,224.0,79.0,0.352678571428,481.0,205.0,0.426195426195,105.0,79.0,0.75238095238,64.0,52.0,1752.0,78.0,150.0,568.0,277.0,55.0,52.0,5150,2454,524,498
76353,Joe Barry Carroll,Joe Barry,Carroll,False,1264,1122,3714,13,0,0.0,10583,5021,0.474440139846,3232,2413,0.746596534653,705,613,22838,1690,2212,26.0,32.0,69.0,1.0,0.0,0.0,234.0,105.0,0.448717948717,64.0,51.0,0.796875,19.0,17.0,511.0,25.0,60.0,261.0,94.0,18.0,38.0,12455,5404,687,1964
2679,Matt Carroll,Matt,Carroll,False,313,60,716,896,344,0.383928571428,2496,1030,0.41266025641,724,609,0.841160220994,459,84,7587,147,704,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.666666666666,0.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,4.0,3.0,0.0,1.0,3013,863,223,297
1131,Jimmy Carruth,Jimmy,Carruth,False,0,2,4,0,0,0.0,3,2,0.667,1,1,1.0,4,0,21,0,4,,,,,,,,,,,,,,,,,,,,,,5,4,0,1
1853,Anthony Carter,Anthony,Carter,False,2363,115,1058,464,116,0.25,3043,1230,0.404206375287,613,433,0.706362153344,623,181,12186,244,1103,126.0,6.0,74.0,27.0,4.0,0.148148148148,179.0,77.0,0.430167597765,23.0,16.0,0.695652173913,39.0,5.0,701.0,23.0,67.0,174.0,97.0,32.0,52.0,3009,1302,601,958
76355,Butch Carter,Butch,Carter,False,683,43,312,176,54,0.306818181818,2717,1290,0.474788369525,638,503,0.788401253918,361,107,6814,234,792,,,,,,,,,,,,,,,,,,,,,,3137,546,321,479
76356,Fred Carter,Fred,Carter,False,2122,65,804,,,,9219,3917,0.424883392992,2073,1437,0.693198263386,611,,18328,323,1740,75.0,1.0,6.0,,,,434.0,178.0,0.410138248847,131.0,90.0,0.687022900763,28.0,,975.0,4.0,102.0,446.0,123.0,4.0,,9271,2381,371,
76357,George Carter,George,Carter,False,1,,,,,,2,1,0.5,1,1,1.0,1,,5,,0,,,,,,,,,,,,,,,,,,,,,,3,0,,
76358,Howard Carter,Howard,Carter,False,75,4,50,22,5,0.227272727272,339,149,0.439528023598,62,48,0.774193548387,66,5,754,39,85,5.0,1.0,4.0,5.0,1.0,0.2,22.0,7.0,0.318181818181,0.0,0.0,0.0,5.0,0.0,60.0,1.0,3.0,15.0,5.0,4.0,5.0,351,89,20,50
76359,Jake Carter,Jake,Carter,False,24,,,,,,75,23,0.306666666666,53,36,0.679245283018,24,,,,59,0.0,,,,,,,3.0,,6.0,4.0,0.666666666666,8.0,,,,11.0,10.0,,,,82,,,
2466,Maurice Carter,Maurice,Carter,False,4,0,9,11,4,0.363636363636,35,11,0.314285714285,20,16,0.8,10,0,110,2,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42,11,0,9
76360,Reggie Carter,Reggie,Carter,False,206,8,99,3,0,0.0,459,178,0.38779956427,149,115,0.771812080536,135,1,1459,65,192,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.0,1.0,4.0,0.0,2.0,0.0,1.0,471,164,58,116
76361,Ron Carter,Ron,Carter,False,34,10,38,0,0,,161,69,0.428571428571,61,38,0.622950819672,59,,449,26,73,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,176,64,19,50
1713,Vince Carter,Vince,Carter,False,4714,888,4948,6168,2290,0.371271076523,21339,9293,0.435493696986,6082,4852,0.797763893456,1541,982,46371,1658,3995,295.0,47.0,346.0,352.0,119.0,0.338068181818,1340.0,557.0,0.415671641791,452.0,360.0,0.796460176991,88.0,66.0,3033.0,131.0,257.0,1593.0,477.0,94.0,168.0,25728,6606,1530,2590
203487,Michael Carter-Williams,Michael,Carter-Williams,False,1708,215,1339,716,183,0.255586592178,3730,1498,0.401608579088,1221,861,0.705159705159,395,217,9943,379,964,47.0,7.0,47.0,14.0,2.0,0.142857142857,124.0,51.0,0.41129032258,24.0,16.0,0.666666666666,16.0,6.0,335.0,4.0,32.0,120.0,51.0,12.0,30.0,4040,1718,498,916
1630618,D.J. Carton,D.J.,Carton,False,6,0,6,7,1,0.142857142857,15,4,0.266666666666,6,5,0.833333333333,8,0,68,2,4,,,,,,,,,,,,,,,,,,,,,,14,8,3,5
76362,Bill Cartwright,Bill,Cartwright,False,1390,668,4294,2,0,0.0,8868,4656,0.525033829499,4412,3401,0.770852221214,963,839,27491,1812,2833,162.0,57.0,461.0,0.0,0.0,0.0,866.0,417.0,0.481524249422,367.0,266.0,0.724795640326,124.0,119.0,3445.0,207.0,412.0,1100.0,668.0,54.0,192.0,12713,6106,460,1892
76363,Jay Carty,Jay,Carty,False,11,,,,,,89,34,0.38202247191,11,8,0.727272727272,28,,192,,31,1.0,,,,,,2.0,0.0,0.0,3.0,1.0,0.333333333333,3.0,,10.0,,3.0,1.0,2.0,,,76,58,,
76364,Cornelius Cash,Cornelius,Cash,False,1,1,8,,,,23,9,0.391304347826,6,3,0.5,6,,49,8,8,,,,,,,,,,,,,,,,,,,,,,21,16,2,
208,Sam Cassell,Sam,Cassell,False,5939,163,2603,2029,672,0.331197634302,12558,5698,0.453734671125,4144,3567,0.860762548262,993,690,29812,618,2744,592.0,19.0,291.0,322.0,117.0,0.363354037267,1364.0,565.0,0.4142228739,483.0,409.0,0.846790890269,136.0,60.0,3536.0,58.0,402.0,1656.0,349.0,105.0,268.0,15635,3221,1058,2418
201956,Omri Casspi,Omri,Casspi,False,662,134,1882,1339,493,0.368185212845,3781,1718,0.454377148902,1052,713,0.677756653992,588,145,11961,473,917,,,,,,,,,,,,,,,,,,,,,,4642,2355,362,595
76365,Harvey Catchings,Harvey,Catchings,False,608,1226,2372,3,0,,2127,926,0.435354960037,747,483,0.646586345381,724,59,13182,1267,2000,23.0,49.0,94.0,0.0,0.0,,78.0,31.0,0.397435897435,24.0,12.0,0.5,53.0,0.0,503.0,60.0,99.0,74.0,154.0,3.0,18.0,2335,3639,261,594
767,Terry Catledge,Terry,Catledge,False,459,99,1835,32,3,0.09375,5311,2576,0.485031067595,2087,1365,0.654048873981,515,379,13541,1479,1285,7.0,9.0,60.0,1.0,0.0,0.0,169.0,73.0,0.431952662721,59.0,34.0,0.57627118644,19.0,13.0,436.0,46.0,48.0,180.0,106.0,9.0,23.0,6520,3314,285,886
76367,Sid Catlett,Sid,Catlett,False,1,,,,,,9,2,0.222222222222,9,2,0.222222222222,9,,40,,3,,,,,,,,,,,,,,,,,,,,,,6,4,,
1509,Kelvin Cato,Kelvin,Cato,False,244,685,1990,13,1,0.076923076923,2216,1123,0.506768953068,1107,713,0.644083107497,541,248,10620,884,1347,5.0,12.0,34.0,1.0,0.0,0.0,53.0,26.0,0.490566037735,28.0,15.0,0.535714285714,21.0,5.0,263.0,26.0,45.0,67.0,60.0,7.0,11.0,2960,2874,292,448
76368,Bobby Cattage,Bobby,Cattage,False,11,0,70,7,1,0.142857142857,218,88,0.40366972477,85,65,0.764705882352,78,1,522,37,81,,,,,,,,,,,,,,,,,,,,,,242,107,13,31
1626161,Willie Cauley-Stein,Willie,Cauley-Stein,False,598,335,1776,32,6,0.1875,2853,1552,0.543988783736,923,565,0.612134344528,422,255,9274,694,974,3.0,4.0,13.0,0.0,0.0,0.0,9.0,6.0,0.666666666666,3.0,3.0,1.0,6.0,0.0,62.0,3.0,8.0,15.0,16.0,2.0,3.0,3675,2470,349,384
1628505,Troy Caupain,Troy,Caupain,False,4,0,2,3,2,0.666666666666,8,4,0.5,0,0,0.0,4,0,15,1,0,,,,,,,,,,,,,,,,,,,,,,10,3,1,0
190,Duane Causwell,Duane,Causwell,False,243,767,1479,7,2,0.285714285714,2029,1029,0.507146377525,952,588,0.617647058823,541,262,9420,794,1471,2.0,0.0,11.0,1.0,0.0,0.0,6.0,2.0,0.333333333333,10.0,7.0,0.7,8.0,1.0,55.0,1.0,6.0,11.0,12.0,1.0,3.0,2648,2273,220,500
1628463,Tyler Cavanaugh,Tyler,Cavanaugh,False,28,4,87,94,33,0.351063829787,162,70,0.432098765432,23,19,0.826086956521,50,1,558,48,64,,,,,,,,,,,,,,,,,,,,,,192,135,9,14
76370,Ron Cavenall,Ron,Cavenall,False,19,44,115,0,0,0.0,89,30,0.337078651685,44,24,0.545454545454,58,2,669,53,125,,,,,,,,,,,,,,,,,,,,,,84,168,12,47
1629958,Ahmad Caver,Ahmad,Caver,False,0,0,0,0,0,0.0,1,1,1.0,0,0,0.0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
1630608,Malcolm Cazalon,Malcolm,Cazalon,False,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
76,Cedric Ceballos,Cedric,Ceballos,False,723,183,2006,760,235,0.309210526315,6824,3414,0.500293083235,2165,1630,0.752886836027,609,313,14712,1252,1074,62.0,26.0,177.0,80.0,26.0,0.325,483.0,225.0,0.465838509316,136.0,101.0,0.742647058823,59.0,33.0,1213.0,86.0,80.0,577.0,263.0,41.0,66.0,8693,3258,450,991
1911,John Celestand,John,Celestand,False,20,0,10,9,2,0.222222222222,45,15,0.333333333333,6,5,0.833333333333,16,0,185,1,22,,,,,,,,,,,,,,,,,,,,,,37,11,7,16
76373,Al Cervi,Al,Cervi,False,648,,,,,,1128,405,0.359042553191,931,781,0.838882921589,202,,1151,,669,106.0,,,,,,159.0,50.0,0.314465408805,134.0,116.0,0.865671641791,27.0,,116.0,,102.0,216.0,43.0,,,1591,261,,
2763,Lionel Chalmers,Lionel,Chalmers,False,51,0,27,49,12,0.244897959183,125,42,0.336,24,15,0.625,36,0,433,4,30,,,,,,,,,,,,,,,,,,,,,,111,31,13,24
201596,Mario Chalmers,Mario,Chalmers,False,2412,103,1374,2153,755,0.350673478866,4641,1936,0.417151475975,1407,1116,0.793176972281,646,400,17245,211,1756,321.0,15.0,216.0,328.0,117.0,0.356707317073,716.0,307.0,0.42877094972,190.0,141.0,0.742105263157,99.0,73.0,2875.0,35.0,274.0,872.0,251.0,118.0,167.0,5743,1585,950,1202
76374,Bill Chamberlain,Bill,Chamberlain,False,37,12,47,,,,130,57,0.438461538461,56,39,0.696428571428,28,,367,33,74,,,,,,,,,,,,,,,,,,,,,,153,80,20,
76375,Wilt Chamberlain,Wilt,Chamberlain,False,4643,,,,,,23497,12681,0.539685917351,11862,6057,0.510622154779,1045,,47859,,2075,673.0,,,,,,2728.0,1425.0,0.522360703812,1627.0,757.0,0.465273509526,160.0,,7559.0,,412.0,3607.0,3913.0,,,31419,23924,,
76376,Jerry Chambers,Jerry,Chambers,False,182,,,,,,1860,822,0.44193548387,384,287,0.747395833333,238,,3691,,463,8.0,,,,,,69.0,29.0,0.420289855072,17.0,13.0,0.764705882352,14.0,,139.0,,17.0,71.0,30.0,,,1931,739,,
1472,Tom Chambers,Tom,Chambers,False,2283,627,4761,740,227,0.306756756756,15749,7378,0.468474188837,6274,5066,0.807459356072,1107,743,33920,1942,3742,183.0,68.0,431.0,89.0,27.0,0.303370786516,1380.0,607.0,0.439855072463,509.0,421.0,0.827111984282,108.0,57.0,3061.0,138.0,359.0,1662.0,569.0,62.0,208.0,20049,6703,885,2549
76378,Mike Champion,Mike,Champion,False,0,0,0,1,0,0.0,3,0,0.0,0,0,0.0,2,0,4,0,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
1631113,Kennedy Chandler,Kennedy,Chandler,False,58,5,29,15,2,0.133333333333,83,35,0.421686746987,13,6,0.461538461538,36,0,281,9,15,,,,,,,,,,,,,,,,,,,,,,78,38,12,18
2199,Tyson Chandler,Tyson,Chandler,False,967,1335,6938,11,0,0.0,5964,3558,0.596579476861,3714,2393,0.644318793753,1160,886,31617,3529,3268,37.0,85.0,362.0,0.0,0.0,0.0,341.0,193.0,0.565982404692,218.0,137.0,0.628440366972,76.0,59.0,2199.0,257.0,291.0,523.0,619.0,43.0,81.0,9509,10467,630,1656
201163,Wilson Chandler,Wilson,Chandler,False,1205,414,2808,2560,874,0.34140625,7382,3270,0.44296938499,1363,1049,0.769625825385,676,483,20285,766,1807,12.0,7.0,54.0,46.0,11.0,0.239130434782,121.0,40.0,0.330578512396,25.0,20.0,0.8,15.0,8.0,372.0,7.0,47.0,111.0,61.0,13.0,14.0,8463,3574,470,931
76379,Don Chaney,Don,Chaney,False,1593,196,773,6,1,,5738,2513,0.437957476472,1532,1189,0.776109660574,742,0,17406,635,2078,156.0,17.0,82.0,,,,511.0,230.0,0.450097847358,142.0,110.0,0.774647887323,70.0,,1835.0,85.0,229.0,570.0,250.0,66.0,,6216,2913,492,159
76380,John Chaney,John,Chaney,False,20,,,,,,86,25,0.290697674418,29,20,0.689655172413,16,,,,23,,,,,,,,,,,,,,,,,,,,,,70,,,
364,Rex Chapman,Rex,Chapman,False,1798,129,1266,2301,805,0.34984789222,8638,3716,0.430192174114,1868,1494,0.799785867237,666,490,19545,379,1228,28.0,0.0,24.0,72.0,27.0,0.375,155.0,65.0,0.419354838709,36.0,26.0,0.722222222222,13.0,13.0,394.0,4.0,30.0,183.0,28.0,8.0,22.0,9731,1645,592,1030
76382,Len Chappell,Len,Chappell,False,434,,,,,,4898,2212,0.451612903225,1732,1197,0.691108545034,591,,10596,,1191,17.0,,,,,,105.0,44.0,0.419047619047,45.0,31.0,0.688888888888,22.0,,273.0,,34.0,119.0,69.0,,,5621,3113,,
76383,Ken Charles,Ken,Charles,False,806,128,442,,,,2458,1083,0.440602115541,736,581,0.789402173913,322,,7637,198,806,32.0,11.0,30.0,,,,114.0,47.0,0.412280701754,24.0,17.0,0.708333333333,18.0,,456.0,11.0,60.0,111.0,41.0,13.0,,2747,640,407,37
76384,Lorenzo Charles,Lorenzo,Charles,False,8,6,26,0,0,0.0,88,49,0.556818181818,36,24,0.666666666666,36,0,273,13,37,2.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,0.75,1.0,1.0,1.0,4.0,0.0,15.0,0.0,1.0,7.0,2.0,0.0,0.0,122,39,2,18
1629147,Joe Chealey,Joe,Chealey,False,2,0,0,4,0,0.0,10,1,0.1,2,2,1.0,5,0,41,0,3,,,,,,,,,,,,,,,,,,,,,,4,0,4,2
384,Calbert Cheaney,Calbert,Cheaney,False,1398,198,1878,684,204,0.298245614035,7227,3366,0.465753424657,1288,890,0.690993788819,825,498,22013,732,2074,12.0,3.0,9.0,2.0,0.0,0.0,68.0,28.0,0.411764705882,16.0,11.0,0.6875,8.0,8.0,242.0,9.0,25.0,67.0,18.0,5.0,12.0,7826,2610,659,994
1629597,Zylan Cheatham,Zylan,Cheatham,False,3,1,6,3,0,0.0,12,6,0.5,0,0,0.0,5,0,56,3,10,,,,,,,,,,,,,,,,,,,,,,12,9,1,4
76385,Maurice Cheeks,Maurice,Cheeks,False,7392,294,2375,204,52,,9374,4906,0.523362491999,2938,2331,0.793396868618,1101,978,34845,713,2258,922.0,45.0,339.0,41.0,4.0,,1509.0,772.0,0.511597084161,466.0,362.0,0.776824034334,133.0,128.0,4846.0,114.0,324.0,1910.0,453.0,295.0,318.0,12195,3088,2310,2268
76386,Phil Chenier,Phil,Chenier,False,1742,238,1141,15,6,,9271,4120,0.444396505231,2091,1685,0.805834528933,578,,19116,366,1143,131.0,26.0,152.0,,,,974.0,438.0,0.449691991786,251.0,212.0,0.844621513944,60.0,,2088.0,41.0,152.0,1088.0,230.0,59.0,6.0,9931,2063,682,157
203805,Will Cherry,Will,Cherry,False,8,1,4,9,2,0.222,19,5,0.263,6,3,0.5,8,0,69,1,10,,,,,,,,,,,,,,,,,,,,,,15,5,6,4
76387,Derrick Chievous,Derrick,Chievous,False,110,17,204,33,8,0.242424242424,900,399,0.443333333333,371,280,0.754716981132,154,1,2240,160,247,4.0,1.0,2.0,0.0,0.0,0.0,27.0,11.0,0.407407407407,19.0,15.0,0.78947368421,7.0,0.0,68.0,7.0,9.0,37.0,9.0,2.0,6.0,1086,364,77,187
432,Pete Chilcutt,Pete,Chilcutt,False,488,210,1272,494,188,0.380566801619,2368,1044,0.440878378378,313,218,0.696485623003,584,55,8393,663,853,18.0,4.0,44.0,37.0,14.0,0.378378378378,68.0,32.0,0.470588235294,19.0,14.0,0.736842105263,21.0,15.0,333.0,17.0,39.0,92.0,61.0,7.0,12.0,2494,1935,267,390
2735,Josh Childress,Josh,Childress,False,609,184,1118,301,99,0.328903654485,2571,1343,0.522364838584,980,763,0.778571428571,391,70,10432,732,725,11.0,5.0,25.0,2.0,0.0,0.0,42.0,22.0,0.523809523809,12.0,6.0,0.5,7.0,0.0,205.0,15.0,7.0,50.0,40.0,1.0,2.0,3548,1850,339,439
719,Randolph Childress,Randolph,Childress,False,49,1,23,66,18,0.272727272727,119,39,0.327731092436,35,28,0.8,51,0,401,2,38,,,,,,,,,,,,,,,,,,,,,,124,25,17,46
164,Chris Childs,Chris,Childs,False,2633,54,1112,1082,372,0.343807763401,3196,1288,0.403003754693,934,762,0.815845824411,541,137,13614,196,1586,319.0,4.0,188.0,148.0,54.0,0.364864864864,452.0,180.0,0.398230088495,125.0,102.0,0.816,73.0,23.0,1953.0,27.0,248.0,516.0,215.0,62.0,150.0,3710,1308,490,1064
1629185,Chris Chiozza,Chris,Chiozza,False,217,11,95,172,59,0.343023255813,317,112,0.353312302839,25,20,0.8,91,4,1037,22,90,18.0,0.0,6.0,19.0,6.0,0.315789473684,31.0,10.0,0.322580645161,4.0,2.0,0.5,10.0,0.0,83.0,1.0,9.0,28.0,7.0,6.0,4.0,303,117,42,81
76391,Leroy Chollet,Leroy,Chollet,False,49,,,,,,230,67,0.291304347826,75,47,0.626666666666,63,,,,81,13.0,,,,,,49.0,11.0,0.224489795918,21.0,10.0,0.47619047619,15.0,,,,27.0,32.0,16.0,,,181,15,,
1642279,Ulrich Chomche,Ulrich,Chomche,False,2,1,4,0,0,0.0,5,2,0.4,2,1,0.5,7,0,32,4,5,,,,,,,,,,,,,,,,,,,,,,5,8,0,2
76392,Jim Chones,Jim,Chones,False,1079,643,3794,6,0,,7014,3280,0.467636156258,1569,1104,0.703632887189,623,13,19125,1402,1968,47.0,20.0,156.0,0.0,0.0,,312.0,136.0,0.435897435897,78.0,50.0,0.641025641025,36.0,0.0,959.0,67.0,116.0,322.0,223.0,13.0,40.0,7664,5196,332,746
1627737,Marquese Chriss,Marquese,Chriss,False,298,227,1004,555,161,0.29009009009,1822,830,0.455543358946,577,385,0.667244367417,292,147,5337,362,738,0.0,0.0,5.0,2.0,1.0,0.5,8.0,4.0,0.5,6.0,5.0,0.833333333333,8.0,0.0,30.0,4.0,3.0,14.0,9.0,0.0,1.0,2206,1366,187,348
76393,Fred Christ,Fred,Christ,False,7,,,,,,18,5,0.277777777777,11,10,0.90909090909,6,,48,,3,,,,,,,,,,,,,,,,,,,,,,20,8,,
76394,Cal Christensen,Cal,Christensen,False,460,,,,,,1471,486,0.330387491502,883,535,0.605889014722,291,,4009,,831,16.0,,,,,,39.0,12.0,0.307692307692,32.0,18.0,0.5625,11.0,,180.0,,22.0,42.0,45.0,,,1507,1587,,
76395,Bob Christian,Bob,Christian,False,203,32,254,,,,712,346,0.485955056179,355,250,0.704225352112,246,,3012,85,497,0.0,,,,,,8.0,3.0,0.375,1.0,1.0,1.0,6.0,,34.0,,10.0,7.0,7.0,,,942,1002,19,
57,Doug Christie,Doug,Christie,False,2992,392,2585,2272,805,0.354313380281,7604,3238,0.425828511309,2460,2020,0.821138211382,827,708,26076,797,2051,219.0,29.0,224.0,149.0,45.0,0.302013422818,468.0,179.0,0.382478632478,179.0,149.0,0.832402234636,58.0,49.0,1897.0,60.0,170.0,552.0,284.0,93.0,116.0,9301,3382,1555,1721
202091,Dionte Christmas,Dionte,Christmas,False,8,3,25,31,9,0.290322580645,62,22,0.354838709677,24,18,0.75,31,0,197,13,19,,,,,,,,,,,,,,,,,,,,,,71,38,2,6
1626176,Rakeem Christmas,Rakeem,Christmas,False,4,6,30,0,0,0.0,45,21,0.466666666666,29,21,0.724137931034,30,0,225,27,38,,,,,,,,,,,,,,,,,,,,,,63,57,3,8
203902,Semaj Christon,Semaj,Christon,False,130,7,68,63,12,0.190476190476,223,77,0.34529147982,31,17,0.548387096774,64,1,972,19,79,5.0,0.0,3.0,3.0,1.0,0.333333333333,5.0,2.0,0.4,0.0,0.0,0.0,2.0,0.0,20.0,0.0,1.0,5.0,3.0,1.0,0.0,183,87,28,43
1630528,Josh Christopher,Josh,Christopher,False,231,31,194,289,79,0.273356401384,860,388,0.451162790697,179,132,0.737430167597,152,4,2189,72,158,,,,,,,,,,,,,,,,,,,,,,987,266,103,180
203565,Patrick Christopher,Patrick,Christopher,False,0,0,4,4,0,0.0,12,3,0.25,0,0,0.0,4,1,29,2,6,,,,,,,,,,,,,,,,,,,,,,6,6,1,1
928,Robert Churchwell,Robert,Churchwell,False,1,0,3,0,0,0.0,8,3,0.375,0,0,0.0,4,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,6,3,0,2
76397,Archie Clark,Archie,Clark,False,3498,15,383,,,,9784,4693,0.479660670482,3163,2433,0.769206449573,725,,23581,130,1806,297.0,1.0,54.0,,,,977.0,444.0,0.454452405322,307.0,237.0,0.771986970684,71.0,,2387.0,12.0,197.0,1125.0,229.0,17.0,,11819,2427,231,
76398,Carlos Clark,Carlos,Clark,False,65,3,50,7,0,0.0,204,83,0.406862745098,71,57,0.802816901408,93,3,689,36,79,4.0,2.0,0.0,0.0,0.0,0.0,15.0,7.0,0.466666666666,4.0,3.0,0.75,11.0,0.0,31.0,3.0,5.0,17.0,3.0,2.0,1.0,223,86,43,54
201947,Earl Clark,Earl,Clark,False,134,136,583,250,82,0.328,1125,453,0.402666666666,226,150,0.663716814159,261,54,3631,195,323,4.0,7.0,41.0,7.0,2.0,0.285714285714,53.0,19.0,0.358490566037,9.0,6.0,0.666666666666,15.0,1.0,201.0,12.0,12.0,46.0,53.0,6.0,12.0,1138,778,83,175
1629109,Gary Clark,Gary,Clark,False,84,62,314,427,139,0.325526932084,504,177,0.35119047619,37,31,0.837837837837,170,19,2239,117,148,7.0,2.0,25.0,32.0,11.0,0.34375,33.0,11.0,0.333333333333,5.0,4.0,0.8,7.0,5.0,147.0,4.0,7.0,37.0,29.0,5.0,2.0,524,431,52,44
203546,Ian Clark,Ian,Clark,False,385,44,375,705,240,0.340425531914,1635,718,0.439143730886,204,164,0.803921568627,330,9,4505,65,394,38.0,2.0,45.0,82.0,29.0,0.353658536585,198.0,94.0,0.474747474747,31.0,28.0,0.903225806451,41.0,0.0,562.0,8.0,55.0,245.0,53.0,22.0,29.0,1840,440,128,236
1721,Keon Clark,Keon,Clark,False,322,571,1441,19,1,0.052631578947,2359,1179,0.499788045782,811,523,0.644882860665,353,65,7971,655,1013,18.0,19.0,72.0,0.0,0.0,0.0,119.0,57.0,0.478991596638,57.0,43.0,0.754385964912,28.0,5.0,447.0,35.0,65.0,157.0,107.0,7.0,31.0,2882,2096,184,470
1626262,Coty Clarke,Coty,Clarke,False,0,0,1,2,2,1.0,4,2,0.5,0,0,0.0,3,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,6,1,0,1
1628492,Gian Clavell,Gian,Clavell,False,3,0,6,15,6,0.4,18,6,0.333,2,2,1.0,7,0,64,1,8,,,,,,,,,,,,,,,,,,,,,,20,7,2,2
201964,Victor Claver,Victor,Claver,False,56,16,135,116,34,0.293103448275,251,100,0.398406374501,41,24,0.585365853658,80,16,1071,43,103,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,258,178,30,58
1127,Charles Claxton,Charles,Claxton,False,0,1,0,0,0,0.0,2,1,0.5,2,0,0.0,3,0,7,2,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,1
2049,Speedy Claxton,Speedy,Claxton,False,1441,40,636,218,42,0.192660550458,2753,1126,0.409008354522,1053,802,0.7616334283,334,128,8549,194,827,59.0,5.0,38.0,1.0,0.0,0.0,117.0,50.0,0.42735042735,50.0,37.0,0.74,30.0,0.0,378.0,8.0,46.0,137.0,46.0,21.0,27.0,3096,830,503,580
76402,Jim Cleamons,Jim,Cleamons,False,2532,120,1205,31,7,,4868,2242,0.460558751027,1198,917,0.765442404006,652,,17001,570,1240,89.0,3.0,57.0,0.0,0.0,,230.0,91.0,0.395652173913,46.0,39.0,0.847826086956,27.0,,667.0,28.0,50.0,221.0,89.0,12.0,9.0,5408,1987,533,364
